"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell1457",0,0,19,396,12,0,0,0,0,0,3706,0,869,408,0,0,0,0,0,0,53,4221,45,216,266,195,327,0,0,0,0,0,0,0,0,182,0,0,144,0,501,99,0,177,218,5289,0,0,7575,0,469,0,0,0,147,0,0,61,0,0,0,601,0,0,518,0,0,217,536,0,107,0,0,0,0,0,0,0,135,86,333,0,0,0,859,32,0,0,994,0,88,0,0,0,761,0,0,0,0,432,0,151,0,0,26,0,0,0,0,0,0,212,16,194,0,471,291,5497,325,0,0,0,0,0,0,183,0,567,208,0,0,0,151,99,0,0,0,0,137,221,261,0,0,0,226,0,0,686,0,19,0,0,0,0,1640,0,0,0,725,0,113,1030,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,109,0,0,175,236,0,773,0,20,0,3366,4052,39,0,0,0,0,0,488,1343,0,0
"Cell1458",0,48,0,237,0,0,207,0,0,0,2192,0,497,256,0,0,670,0,0,0,0,2993,0,215,241,96,120,0,0,398,0,0,0,0,0,149,0,0,0,0,272,0,0,77,0,4559,0,0,4675,0,239,0,0,0,99,0,74,43,0,0,0,374,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,423,0,0,0,614,0,35,0,530,0,677,0,0,0,0,0,0,88,15,0,0,0,70,0,0,0,0,166,0,118,207,282,196,3746,382,0,0,0,0,0,0,0,0,366,0,89,0,59,150,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,283,260,0,1097,103,0,0,360,0,106,1064,0,0,0,65,0,0,0,0,0,0,327,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,1579,2104,0,112,376,0,0,0,281,903,0,0
"Cell1459",0,0,0,0,0,151,124,0,116,0,2187,0,382,0,0,0,710,0,45,0,19,2365,0,0,124,0,0,0,0,0,0,68,0,309,0,0,30,0,0,0,0,0,0,106,69,2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,110,297,0,0,0,0,0,0,0,0,0,113,0,0,0,0,155,0,0,0,0,597,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,140,172,187,0,2908,217,0,0,0,0,0,14,0,89,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,392,0,0,0,210,315,0,836,83,0,0,402,0,99,557,0,0,0,0,382,0,0,0,0,0,0,80,0,0,0,55,108,0,0,106,0,0,0,18,0,0,1687,0,0,0,307,0,0,0,0,0,0,89
"Cell1460",0,0,0,0,21,214,272,0,0,0,3067,0,629,0,0,0,1075,0,0,0,0,3471,44,205,319,163,180,91,0,318,1,0,0,0,0,129,50,0,0,0,470,131,0,102,0,4068,0,22,6094,0,276,0,0,6,0,0,0,0,0,0,0,547,0,0,365,57,0,120,419,0,58,0,95,0,0,0,0,0,145,117,0,0,0,0,511,0,163,0,917,0,0,0,0,0,0,0,0,0,0,483,0,83,0,0,0,0,104,0,0,0,0,273,0,0,255,253,197,4459,405,0,0,0,0,87,0,222,0,532,0,0,0,127,0,0,0,0,0,0,0,0,203,0,0,0,168,0,0,728,0,23,0,0,363,71,1092,0,38,0,647,32,0,897,0,0,16,180,0,0,0,0,0,0,0,132,0,0,0,0,126,5,78,0,0,0,556,0,0,0,2640,3034,0,243,652,0,0,94,371,1131,0,75
"Cell1461",0,60,0,0,0,225,245,0,0,0,2983,0,489,402,0,0,603,0,59,30,41,3092,0,155,0,0,184,154,0,313,0,137,0,624,0,0,0,162,0,0,408,123,14,0,172,4874,0,0,7687,0,306,0,0,14,109,0,0,0,0,0,0,609,0,0,351,26,0,0,1830,0,0,0,0,0,0,44,0,0,112,0,288,0,0,187,748,0,0,0,477,0,0,0,705,0,564,0,0,0,0,528,0,0,0,0,0,0,0,0,9,0,0,467,25,0,0,0,243,5042,370,50,0,0,0,0,0,149,0,364,171,0,0,0,0,0,0,0,0,0,0,202,0,0,76,0,0,0,0,0,84,0,31,0,481,0,1480,154,0,0,734,0,0,991,97,0,0,146,549,0,0,0,0,0,291,94,0,0,0,0,81,0,115,69,0,0,581,0,11,228,2536,2093,0,124,479,0,0,114,309,1044,0,165
"Cell1462",0,64,0,0,0,0,321,24,98,0,2574,0,0,0,0,0,775,0,0,0,0,3563,0,0,215,92,186,0,0,518,0,0,0,435,0,0,0,0,0,0,362,132,26,0,137,5187,0,0,5047,0,0,0,32,0,0,0,0,0,0,0,103,429,25,26,0,47,0,184,1405,0,69,0,0,0,0,0,84,0,0,71,288,0,0,224,509,0,155,0,465,0,0,11,746,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,177,0,484,26,0,0,330,289,6608,316,0,0,0,0,97,0,222,0,349,0,103,0,0,0,85,0,0,0,22,0,192,0,0,0,0,0,0,0,688,0,0,0,302,288,0,1672,0,0,107,700,66,0,844,0,0,22,103,619,15,0,0,0,120,330,0,0,0,0,106,0,0,108,105,0,21,594,0,0,240,2474,1862,0,0,497,0,4,0,304,1073,0,70
"Cell1463",0,0,0,265,0,152,0,0,79,0,2338,0,368,223,0,0,809,0,0,0,0,3814,0,0,129,0,142,0,28,264,0,137,0,0,0,96,0,112,0,0,276,0,0,96,0,4277,0,21,4577,0,172,0,0,0,0,0,68,27,0,0,0,373,17,0,227,72,0,105,1104,0,47,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,77,0,486,0,0,0,478,0,587,6,0,0,0,0,0,91,0,0,0,0,0,0,10,0,0,367,0,105,236,0,221,4808,369,0,0,0,0,0,0,0,0,0,0,0,0,162,0,110,0,0,0,0,151,75,182,0,0,0,162,47,0,0,0,0,0,300,0,0,1497,0,0,98,493,0,0,877,0,0,0,62,440,0,0,0,0,119,270,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,2114,0,0,173,0,0,0,0,328,589,0,0
"Cell1464",0,0,4,330,0,208,128,19,137,0,2108,0,758,0,0,0,932,0,0,0,0,3069,37,198,208,0,0,0,51,271,0,89,37,455,0,0,35,0,0,0,282,0,0,0,0,4914,0,0,5237,0,346,0,0,0,0,0,0,0,0,0,0,386,0,0,258,0,0,153,0,0,0,0,0,0,0,0,49,0,113,0,223,25,0,224,651,0,119,0,916,0,0,0,436,0,704,5,0,0,0,563,0,0,0,0,18,0,118,0,0,91,0,0,0,0,0,206,327,6717,413,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,37,0,563,0,0,0,0,352,0,0,164,0,0,0,47,0,837,100,0,0,154,446,0,0,0,0,0,0,113,0,0,0,0,0,0,0,181,200,0,533,0,0,187,2193,2812,0,224,440,0,0,0,314,777,0,0
"Cell1465",0,0,0,0,0,0,167,0,0,0,2034,0,477,0,0,0,0,12,0,0,0,3030,0,0,168,0,0,0,28,220,0,0,0,290,0,0,0,0,0,0,311,0,0,0,0,3519,0,0,3850,0,0,0,0,0,0,0,74,0,0,0,0,347,0,0,260,0,0,96,1551,14,32,0,0,0,0,0,0,0,0,32,0,0,0,0,620,0,103,0,0,0,0,0,425,0,455,0,0,0,0,0,0,75,20,0,0,0,0,0,0,129,0,328,0,0,0,221,259,2929,244,0,0,0,0,0,0,190,71,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,345,0,1102,129,0,86,438,0,107,847,70,0,0,97,356,0,15,0,0,0,177,101,0,0,0,0,0,0,0,0,0,26,423,0,0,0,1844,1458,0,132,271,0,8,0,259,699,0,0
"Cell1466",0,0,0,694,0,0,366,0,0,0,5654,0,745,640,0,0,1267,0,0,0,0,7502,0,0,383,275,0,0,0,743,0,235,0,775,0,258,0,0,206,50,799,0,0,216,188,10199,0,0,11007,0,705,0,0,0,254,101,138,52,0,18,171,824,0,45,528,0,0,0,2582,0,118,0,234,0,0,0,0,0,189,0,460,48,0,392,1045,0,0,0,821,0,110,0,1118,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,486,459,573,458,12399,789,0,0,0,0,0,47,450,0,647,272,205,0,296,0,221,0,0,0,0,312,249,365,0,0,0,323,0,0,954,82,0,0,523,609,136,3050,301,0,0,1104,159,270,1547,212,0,0,0,984,0,0,0,0,283,514,0,0,0,0,167,160,0,0,172,0,0,955,0,0,436,5014,3457,0,371,796,0,0,160,939,1874,0,133
"Cell1467",0,0,0,343,0,0,0,0,0,18,3199,0,942,0,0,0,1192,0,0,0,0,0,0,163,284,126,250,0,0,420,0,152,62,562,0,163,93,0,169,0,0,144,11,0,149,6327,0,20,5839,0,426,0,0,0,97,0,0,0,0,0,0,554,0,0,565,87,0,249,632,0,79,0,0,0,0,58,34,71,0,0,0,0,0,335,686,0,96,0,1114,0,0,0,0,0,740,0,0,0,0,468,0,100,0,0,0,0,0,0,0,0,0,0,0,322,322,0,0,5600,512,0,0,0,0,125,34,0,116,563,0,108,0,0,0,116,6,0,0,0,0,0,266,0,103,0,0,0,0,870,0,0,0,0,0,0,1589,0,0,0,0,0,0,1003,0,0,0,0,565,0,0,0,0,0,0,166,0,0,0,112,130,0,0,239,221,26,699,0,0,255,2995,3180,0,0,704,0,0,126,382,1401,0,138
"Cell1468",0,0,0,276,0,207,0,16,0,0,2603,0,849,311,0,0,982,0,0,0,0,3734,0,230,220,0,0,0,0,351,0,177,0,501,14,0,59,0,74,0,346,0,0,151,0,5259,0,0,6493,0,382,0,49,0,0,0,0,0,0,0,0,0,0,15,281,0,0,108,0,8,0,0,134,29,0,0,0,0,151,0,233,0,0,251,724,0,109,0,804,0,0,0,896,0,771,0,0,0,0,511,0,0,0,0,0,0,94,0,0,0,0,0,0,137,259,350,0,4419,336,0,0,0,0,0,0,208,0,581,151,0,0,158,0,0,0,82,0,63,132,117,218,0,61,0,0,0,0,527,0,9,0,291,319,69,1365,0,0,74,513,0,146,0,115,0,0,157,396,0,0,0,0,0,463,0,0,0,18,0,117,0,0,194,0,0,588,0,0,0,3124,3260,0,242,397,0,0,0,385,1365,0,126
"Cell1469",0,0,0,0,0,140,153,0,0,0,1907,0,0,252,0,0,721,0,0,0,0,3323,0,0,0,0,158,0,0,0,0,0,0,318,0,119,0,0,0,0,350,0,0,0,100,3361,0,0,2718,0,227,0,0,0,114,0,0,16,0,0,0,472,0,23,0,0,0,0,824,0,0,0,54,0,0,0,0,0,0,0,148,0,0,160,0,0,63,0,379,0,0,0,483,0,493,0,0,0,0,0,0,0,20,0,16,0,61,0,0,0,0,0,0,163,0,0,207,3213,368,0,0,0,0,0,0,132,88,0,0,0,0,0,0,68,0,0,0,0,106,0,124,0,0,0,151,0,0,0,0,0,17,0,272,0,1056,0,0,0,0,50,0,823,0,0,0,141,429,0,0,0,0,0,0,102,0,0,0,55,0,0,0,88,0,0,385,0,0,0,1779,1033,0,170,409,0,0,103,191,810,0,51
"Cell1470",28,0,0,267,0,162,210,0,0,0,2094,0,672,291,0,0,981,0,84,0,0,4231,45,138,190,0,240,120,0,388,0,174,0,0,0,0,0,0,0,0,0,0,0,116,0,6284,0,0,6289,0,299,0,0,0,123,0,0,0,0,0,125,557,24,0,289,52,0,155,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,255,638,0,0,0,680,0,0,0,496,0,0,0,0,0,0,499,0,82,43,0,0,0,0,0,0,0,0,169,0,0,271,339,264,4982,399,0,0,0,0,0,0,285,0,440,0,0,0,0,169,118,0,97,0,0,0,121,191,0,56,0,0,0,0,832,31,0,0,0,307,0,1146,0,30,0,585,103,0,700,0,0,0,160,446,17,0,0,0,0,243,0,0,0,0,0,0,0,0,169,0,0,616,0,0,211,2606,2689,28,143,0,0,0,0,240,1344,0,0
"Cell1471",0,85,0,396,0,221,0,0,165,0,3284,0,646,461,0,0,0,0,0,0,0,3751,0,0,0,0,255,164,0,515,0,0,0,598,0,251,0,165,159,0,355,111,0,162,153,5833,0,0,7113,0,0,0,0,0,0,58,107,0,0,0,146,559,0,0,330,0,0,227,0,0,99,0,205,0,0,0,0,0,133,0,0,0,0,265,759,0,0,0,976,0,0,0,781,27,859,0,0,0,0,579,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5561,0,0,0,0,0,132,0,403,0,484,0,0,0,198,189,153,0,64,0,0,194,0,0,0,0,0,215,0,0,1049,0,0,0,285,544,135,2072,0,0,268,838,0,176,1132,106,0,36,127,529,0,0,0,0,0,549,0,0,0,0,125,93,0,111,0,138,0,1208,0,0,334,3171,3367,0,0,589,0,0,125,323,1475,0,0
"Cell1472",0,57,0,0,0,239,0,0,248,0,2919,0,919,304,0,0,1278,0,0,0,0,4879,0,282,225,0,153,112,0,348,0,0,0,490,0,0,0,80,136,0,0,0,0,0,0,7491,0,0,6135,0,448,0,0,0,0,0,0,0,0,0,198,670,0,12,0,0,0,0,500,0,0,0,150,0,0,0,0,0,201,155,205,0,0,299,890,0,0,0,762,0,80,0,682,22,935,0,0,0,0,0,0,124,0,0,0,0,0,15,0,208,0,184,0,205,332,326,0,6633,0,48,0,0,0,0,0,247,0,584,0,0,0,0,0,0,0,68,0,0,0,0,333,0,52,0,137,0,0,833,0,0,0,0,415,0,1767,156,72,0,647,0,181,1220,206,0,0,129,580,0,20,1,0,0,464,198,0,0,0,0,0,0,95,0,0,0,984,0,0,261,3525,3634,0,314,628,0,0,137,425,1566,0,0
"Cell1473",43,0,6,348,0,357,212,0,120,0,2428,0,555,318,0,0,0,0,0,0,0,5117,43,184,286,0,257,192,0,415,0,0,0,0,0,0,0,0,114,0,440,0,0,0,0,6955,0,13,7538,0,335,0,0,0,245,0,0,0,0,0,140,548,0,0,301,0,0,223,0,0,0,0,0,40,0,0,0,0,138,139,303,0,0,0,894,0,0,0,547,0,78,0,864,0,829,0,14,0,0,0,0,0,0,0,0,0,0,0,16,162,0,619,0,0,258,0,0,5364,469,37,0,0,0,0,0,0,0,0,0,92,0,178,0,135,0,0,0,0,211,198,255,0,0,0,0,0,0,750,0,0,0,337,352,0,0,227,0,0,533,102,0,1184,105,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,780,0,0,0,3340,2173,47,0,521,0,0,120,377,1141,0,0
"Cell1474",0,0,0,317,8,238,293,0,0,0,3661,0,750,505,0,0,1087,0,0,0,0,5528,0,349,239,0,281,0,97,510,0,117,0,543,0,291,0,178,208,0,540,0,0,151,173,8895,0,0,6875,0,396,0,0,0,210,0,208,0,0,0,127,0,0,0,498,76,0,186,592,0,103,0,0,0,0,54,0,0,195,0,360,0,0,374,0,0,304,0,1313,0,0,13,937,0,0,0,0,0,0,588,0,0,0,0,0,0,134,0,0,186,0,317,0,0,246,440,0,5377,874,46,0,0,0,96,0,298,0,0,196,0,0,277,0,0,3,0,0,47,0,0,203,0,0,0,0,0,0,891,0,0,0,0,548,0,1883,218,62,0,1352,117,169,1629,0,0,0,235,813,0,0,0,0,149,694,107,0,0,0,165,0,0,115,0,284,0,1356,33,0,474,3734,4397,31,0,0,0,0,0,350,1396,0,0
"Cell1475",0,0,0,196,0,0,0,0,91,0,2200,0,622,208,0,0,818,0,0,0,0,3604,0,0,97,0,159,0,50,0,0,0,14,0,0,0,34,0,0,0,290,0,0,0,0,4288,0,0,4482,0,0,0,0,0,0,62,0,0,0,0,53,265,0,0,295,31,0,125,263,0,37,0,0,21,0,0,0,0,0,75,204,15,0,137,400,0,69,0,613,0,48,0,482,0,511,0,0,0,0,404,0,0,0,0,0,0,60,0,0,78,0,143,0,0,0,237,0,3744,320,0,0,0,0,63,0,0,0,450,120,0,0,0,99,0,0,81,0,0,105,164,0,0,0,0,0,0,0,467,29,0,0,0,331,0,937,186,0,0,0,0,0,629,0,0,0,0,419,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,136,0,513,0,0,107,1679,0,0,0,416,0,0,0,304,598,0,0
"Cell1476",0,0,0,235,0,0,0,25,0,0,2082,0,517,0,1,0,713,0,29,0,0,3397,0,0,0,0,0,200,43,0,0,0,0,0,0,0,64,114,99,29,267,70,0,0,0,4192,0,0,4791,0,216,0,0,0,95,0,130,0,0,0,0,351,0,0,0,60,0,134,1285,0,0,0,0,0,0,0,44,53,105,0,0,0,0,163,588,0,0,0,0,0,0,0,519,0,449,0,0,0,0,414,0,98,0,0,0,0,82,0,0,119,0,0,0,152,193,278,184,3784,292,0,0,0,0,0,0,176,0,0,0,0,0,75,124,93,0,0,0,0,132,112,206,0,0,0,164,25,0,0,0,0,0,267,274,0,1941,0,0,0,509,0,94,644,0,0,21,0,588,0,13,0,0,0,0,0,0,0,0,0,0,0,0,76,161,0,0,0,0,179,2434,1803,0,175,0,0,0,66,336,914,0,0
"Cell1477",0,81,0,316,0,217,300,0,0,0,2530,0,554,321,0,0,729,0,0,0,0,4469,0,0,209,0,152,0,62,0,0,0,58,505,0,115,0,95,0,0,362,0,0,0,0,5374,0,0,5769,0,408,0,0,0,124,48,0,0,0,0,129,535,0,0,399,86,0,133,515,0,0,0,135,0,0,34,0,0,146,0,223,0,0,186,0,34,184,0,833,0,0,0,590,0,787,0,0,0,18,436,0,0,0,12,0,0,0,0,0,0,0,0,0,0,250,289,0,4740,581,0,0,0,0,0,0,282,89,487,0,76,0,147,195,0,0,0,0,0,0,0,237,0,66,0,0,39,0,600,0,0,0,279,320,82,1481,0,53,0,721,78,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,92,0,0,0,0,0,0,802,9,0,263,2941,2539,0,210,450,0,0,96,386,1121,0,125
"Cell1478",35,0,0,354,22,255,0,0,153,0,3296,0,0,0,0,0,1142,0,81,25,0,4460,0,157,0,184,206,0,0,354,0,152,0,0,0,196,0,0,0,0,406,0,0,173,0,5446,0,0,5728,0,393,0,0,0,0,0,116,58,0,0,0,643,0,25,398,95,0,162,0,0,0,0,112,0,0,20,0,63,0,0,0,0,0,0,757,0,129,0,1160,0,0,0,821,22,758,0,0,0,0,0,0,118,0,31,0,0,111,20,0,139,0,0,22,212,290,0,0,4812,374,0,0,0,0,101,0,276,0,409,0,0,0,102,259,142,0,0,0,0,0,174,0,0,0,0,149,42,0,706,0,0,0,333,428,0,1759,0,0,0,836,0,0,1054,130,0,34,223,0,0,0,0,0,85,0,112,0,0,22,76,0,0,0,172,263,0,746,17,0,271,2901,4049,26,0,427,0,0,174,321,1057,0,100
"Cell1479",22,0,0,242,23,0,214,0,153,0,2714,0,461,0,13,0,686,0,85,0,0,3914,0,171,164,140,0,151,0,0,0,0,53,397,0,0,44,0,0,0,0,100,11,0,0,4398,0,0,5092,0,331,0,0,0,242,0,0,0,0,0,0,411,38,0,329,38,0,178,1283,26,0,0,0,0,0,0,0,0,0,0,232,0,0,200,566,0,0,0,421,0,0,0,586,0,649,0,0,0,0,0,0,72,13,25,0,0,0,10,0,182,0,380,0,221,0,0,156,5445,0,0,0,0,0,0,0,178,0,307,0,109,0,0,0,0,0,87,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,377,401,0,1273,129,0,105,0,0,122,884,0,0,0,0,472,0,0,0,0,131,364,0,0,0,0,95,0,0,98,0,324,28,619,0,0,0,2908,2072,0,0,301,0,0,102,304,0,0,140
"Cell1480",0,0,0,395,0,0,244,0,0,0,3167,0,726,391,0,0,909,0,0,17,0,5817,54,224,251,167,222,190,0,491,0,0,0,583,0,0,0,182,0,0,0,113,0,0,0,6157,0,0,8978,0,0,0,0,0,140,0,0,0,0,0,109,659,0,0,578,0,0,0,558,0,0,0,0,0,0,0,69,0,0,0,266,0,0,0,1024,22,284,0,1016,0,0,0,680,0,1157,0,0,0,0,707,0,196,0,0,0,0,0,0,0,231,0,0,0,248,382,381,0,7720,782,0,0,0,0,0,0,0,0,603,0,149,0,0,0,117,0,0,0,0,255,265,277,0,118,0,251,47,0,710,0,0,44,0,586,123,2155,156,56,151,951,116,139,0,169,0,0,0,0,0,0,0,0,182,354,122,47,0,0,0,116,0,0,156,0,0,1094,0,0,0,3276,4513,0,254,725,0,0,147,536,0,0,155
"Cell1481",0,35,0,264,0,142,137,0,0,0,1907,0,0,219,0,0,872,0,0,0,0,2680,0,0,78,102,200,85,0,218,0,81,0,0,0,0,0,31,86,0,0,87,0,0,143,3381,0,0,4352,0,253,0,30,0,0,0,0,0,0,0,106,332,0,0,0,0,0,0,268,0,36,0,0,0,0,0,49,0,0,0,130,0,0,114,0,0,0,0,553,0,0,0,0,0,375,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,162,0,0,0,213,156,3990,236,0,0,0,0,0,0,0,87,0,69,51,0,75,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,29,0,0,0,218,0,1123,94,0,0,0,47,0,681,0,1,0,0,0,0,26,0,0,0,332,78,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,1741,0,91,258,0,0,0,0,640,0,0
"Cell1482",0,49,0,250,0,0,0,0,101,0,2699,0,456,0,0,0,744,0,68,23,0,3904,0,0,252,0,108,0,0,0,0,113,0,497,0,129,0,133,0,0,343,109,0,122,96,4341,0,0,4368,0,251,0,47,0,131,0,0,0,0,0,0,441,0,0,0,0,0,151,350,0,53,0,0,0,0,50,0,0,59,0,0,0,0,261,537,0,0,0,541,0,0,0,562,0,0,0,0,0,0,292,0,114,21,0,0,0,99,0,0,0,0,0,0,171,0,0,244,4882,547,0,0,11,10,76,0,181,0,0,0,46,0,0,101,113,0,0,0,0,0,150,175,0,0,0,171,0,0,556,0,0,0,237,0,0,0,0,0,201,496,0,0,1061,100,0,20,109,489,0,0,0,0,106,0,48,0,0,0,0,0,0,0,91,102,0,685,0,0,0,2429,2698,0,0,422,0,0,123,307,1223,0,76
"Cell1483",0,0,13,488,0,0,0,0,182,0,4495,0,692,450,0,0,0,0,0,0,25,5750,54,0,435,0,294,0,56,439,0,148,0,731,0,233,0,0,0,0,420,0,15,267,0,6721,0,0,8202,0,420,0,0,0,128,42,0,0,0,0,136,727,0,0,374,0,0,203,555,0,0,0,0,0,0,0,0,0,0,144,0,33,0,476,832,0,291,0,1334,0,82,0,668,0,0,0,48,0,0,713,0,0,0,48,0,0,0,0,0,129,0,0,0,323,0,471,305,6716,1005,0,0,0,0,130,0,272,0,0,252,0,0,192,243,0,0,102,0,0,249,0,0,0,0,0,211,0,0,878,53,0,70,432,612,69,2195,0,0,0,939,0,0,1325,190,0,0,188,642,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,210,56,1312,0,0,277,4081,3911,39,0,847,0,0,152,465,1404,0,162
"Cell1484",0,99,0,275,0,301,0,0,0,0,2815,0,599,451,0,0,1256,0,44,0,24,5244,0,173,245,193,236,188,0,0,0,0,79,0,0,0,0,0,0,0,555,0,0,173,161,0,0,0,7183,0,420,0,0,0,0,0,134,28,0,0,126,707,0,0,460,84,0,171,1709,0,62,0,148,0,0,0,0,0,155,119,296,0,46,313,853,0,0,0,0,0,0,8,0,0,883,0,0,0,0,555,0,104,0,0,43,0,0,0,0,0,0,473,39,221,302,518,341,5680,557,0,0,0,0,0,0,317,0,629,0,178,0,208,207,208,0,0,0,0,0,231,0,0,83,0,214,0,0,0,0,0,0,384,377,86,2272,0,75,0,724,103,0,1049,0,0,0,0,568,0,0,0,0,260,0,0,0,0,0,0,0,0,96,112,0,0,675,0,0,358,3208,2313,42,0,533,0,0,0,411,1756,0,164
"Cell1485",0,0,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,855,0,0,0,29,3225,0,177,131,0,0,0,0,0,0,0,0,399,0,0,71,0,59,0,358,0,0,113,53,4468,0,0,4896,0,0,0,0,0,0,0,0,0,0,0,0,391,25,0,0,34,0,149,356,0,0,0,108,0,0,0,0,0,0,82,198,0,0,167,0,0,0,0,595,0,0,0,463,0,441,0,0,0,0,341,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,224,3979,331,15,0,0,0,0,0,0,0,342,0,136,0,0,162,0,0,49,0,0,0,0,0,0,0,0,0,28,0,555,35,0,0,0,284,0,949,0,0,79,458,0,0,836,0,0,0,0,446,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,515,0,0,0,1941,2618,0,141,288,0,0,0,276,904,0,91
"Cell1486",0,107,0,0,0,222,324,40,0,0,3219,0,657,412,0,0,1035,0,60,0,0,4106,0,204,359,0,0,212,98,463,7,214,0,577,0,142,0,0,0,0,631,0,0,237,0,6859,0,27,8539,1,346,0,0,0,0,57,0,0,0,0,138,0,0,0,354,0,0,0,2022,0,0,0,0,0,0,0,85,0,0,0,333,46,0,226,769,0,78,0,522,0,0,0,0,0,903,0,26,0,0,612,0,0,31,36,0,0,111,0,0,0,0,0,39,211,273,492,322,6502,0,0,0,0,0,119,0,224,0,518,186,117,0,142,171,130,0,0,0,0,219,0,224,0,0,0,0,0,0,537,0,0,0,0,478,0,2140,210,81,176,660,0,0,1216,0,0,32,0,712,0,0,0,0,145,350,0,0,0,0,0,0,0,0,0,352,0,928,0,0,194,3780,2213,0,264,624,2,0,167,369,1234,0,0
"Cell1487",0,0,0,415,21,282,0,0,0,0,3291,0,779,286,0,12,1115,0,0,0,0,4126,0,258,0,124,0,0,63,412,0,0,0,470,0,0,0,0,0,0,0,0,0,140,0,5367,0,0,6183,0,274,0,50,0,0,0,104,0,0,8,0,569,0,0,440,0,0,0,518,0,0,0,0,0,0,0,74,0,0,0,245,0,0,0,784,0,0,0,0,0,0,0,431,23,0,0,0,0,14,576,0,135,0,0,0,0,166,0,0,0,0,259,0,0,426,382,266,6569,391,30,0,0,0,0,0,349,130,682,133,0,0,221,120,81,0,84,0,0,0,166,320,0,0,0,166,65,0,756,0,0,0,0,482,0,1593,0,0,83,561,69,121,901,147,0,0,0,0,0,0,0,0,42,301,0,0,0,0,0,171,0,0,205,326,0,828,0,0,295,3554,3829,20,196,0,0,0,0,285,1526,0,0
